,last_name,first_name,full_name,birthday,gender,type,state,district,party,url,address,phone,contact_form,rss_url,twitter,facebook,facebook_id,youtube,youtube_id,bioguide_id,thomas_id,opensecrets_id,lis_id,cspan_id,govtrack_id,votesmart_id,ballotpedia_id,washington_post_id,icpsr_id,wikipedia_id
Legislator 447,Cartwright,Matthew,Matthew Cartwright,5/1/61,M,rep,PA,17,Democrat,http://cartwright.house.gov,1419 Longworth HOB; Washington DC 20515-3817,202-225-5546,https://cartwrightforms.house.gov/forms/writeyourrep/,http://cartwright.house.gov/rss.xml,RepCartwright,CongressmanMattCartwright,2.48507E+14,,UCnAOvexSGLBnYidaFzguhTQ,C001090,2159,N00034128,,79865,412571,136236,Matt Cartwright,3a43408e-4bbb-11e2-8758-b64a2997a921,21358,Matt Cartwright
Legislator 448,Rice,Tom,Tom Rice,8/4/57,M,rep,SC,7,Republican,http://rice.house.gov,223 Cannon HOB; Washington DC 20515-4007,202-225-9895,https://tomriceforms.house.gov/forms/writeyourrep/,http://rice.house.gov/rss.xml,RepTomRice,reptomrice,4.03403E+14,RepTomRice,UCEmPVQphMGoXAfWJli68BEw,R000597,2160,N00033832,,79473,412572,132382,Tom Rice (South Carolina),33a9ef8c-4bbd-11e2-8758-b64a2997a921,21359,Tom Rice
Legislator 449,Cruz,Ted,Ted Cruz,12/22/70,M,sen,TX,,Republican,http://www.cruz.senate.gov,404 Russell Senate Office Building Washington DC 20510,202-224-5922,http://www.cruz.senate.gov/?p=email_senator,,SenTedCruz,SenatorTedCruz,3.15496E+14,sentedcruz,UCOTZ-6H1rri1lSsj6IzhUyw,C001098,2175,N00033085,S355,1019953,412573,135705,Ted Cruz,b8d4a00a-4bbb-11e2-8758-b64a2997a921,41304,Ted Cruz
Legislator 450,Weber,Randy,Randy Weber,7/2/53,M,rep,TX,14,Republican,http://weber.house.gov,510 Cannon HOB; Washington DC 20515-4314,202-225-2831,https://weber.house.gov/contact/email-me,http://weber.house.gov/rss.xml,TXRandy14,TXRandy14,1.28891E+14,TXRandy14,UCJSZRrAcd5i1bHLjR66PZdg,W000814,2161,N00033539,,79698,412574,102026,Randy Weber,407de97a-4bbd-11e2-8758-b64a2997a921,21360,Randy Weber
Legislator 451,O'Rourke,Beto,Beto O'Rourke,9/26/72,M,rep,TX,16,Democrat,http://orourke.house.gov,1330 Longworth HOB; Washington DC 20515-4316,202-225-4831,https://orourkeforms.house.gov/forms/writeyourrep/,http://orourke.house.gov/rss.xml,RepBetoORourke,betoorourketx16,4.60776E+14,betoorourketx16,UClxfjz6tgqTbwYwQNy0VURg,O000170,2162,N00033540,,79697,412575,78533,Beto O'Rourke,4308607c-4bb7-11e2-8758-b64a2997a921,21361,Beto O'Rourke
Legislator 452,Castro,Joaquin,Joaquin Castro,9/16/74,M,rep,TX,20,Democrat,http://castro.house.gov,212 Cannon HOB; Washington DC 20515-4320,202-225-3236,https://castro.house.gov/contact/email-me,http://castro.house.gov/rss.xml,JoaquinCastrotx,3.26E+14,3.26421E+14,JoaquinCastroTX,UCsRxWnFdRiV2od1O5v5nEeQ,C001091,2163,N00033316,,63974,412576,49227,Joaquin Castro,625d409c-4bbb-11e2-8758-b64a2997a921,21362,Joaquín Castro
Legislator 453,Williams,Roger,Roger Williams,9/13/49,M,rep,TX,25,Republican,http://williams.house.gov,1323 Longworth HOB; Washington DC 20515-4325,202-225-9896,https://williams.house.gov/contact/email-me,http://williams.house.gov/rss.xml,RepRWilliams,RepRogerWilliams,3.22383E+14,,UCBtfmMMQarjtLB9U_pWMOhw,W000816,2165,N00030602,,623742,412578,50112,Roger Williams,46eb6828-4bbd-11e2-8758-b64a2997a921,21364,Roger Williams (U.S. politician)
Legislator 454,Veasey,Marc,Marc Veasey,1/3/71,M,rep,TX,33,Democrat,http://veasey.house.gov,414 Cannon HOB; Washington DC 20515-4333,202-225-9897,https://veaseyforms.house.gov/forms/writeyourrep/,http://veasey.house.gov/rss.xml,RepVeasey,CongressmanMarcVeasey,3.94849E+14,marcveasey,UC2CRp1KF5uljZyhDRPR-72Q,V000131,2166,N00033839,,79466,412579,49671,Mark Veasey,01e1bbba-4bbd-11e2-8758-b64a2997a921,21365,Marc Veasey
Legislator 455,Vela,Filemon,Filemon Vela,2/13/63,M,rep,TX,34,Democrat,http://vela.house.gov,437 Cannon HOB; Washington DC 20515-4334,202-225-9901,https://forms.house.gov/vela/webforms/email-me.shtml,http://vela.house.gov/rss.xml,RepFilemonVela,USCongressmanFilemonVela,5.10463E+14,,,V000132,2167,N00034349,,95434,412580,137719,Filemon Vela,9636abe4-5505-11e2-bf3e-76c0a789346f,21366,"Filemon Vela, Jr."
Legislator 456,Stewart,Chris,Chris Stewart,7/15/60,M,rep,UT,2,Republican,http://stewart.house.gov,323 Cannon HOB; Washington DC 20515-4402,202-225-9730,https://stewart.house.gov/contact/email-me,http://stewart.house.gov/rss.xml,RepChrisStewart,RepChrisStewart,2.42043E+14,repchrisstewart,UCKYqzTvmQVWys-WhrCkbyPw,S001192,2168,N00033932,,68466,412581,135930,Chris Stewart,57b0efa8-4bb7-11e2-8758-b64a2997a921,21367,Chris Stewart (politician)
Legislator 457,Kaine,Timothy,Timothy Kaine,2/26/58,M,sen,VA,,Democrat,http://www.kaine.senate.gov,231 Russell Senate Office Building Washington DC 20510,202-224-4024,http://www.kaine.senate.gov/contact,http://www.kaine.senate.gov/rss/feeds/?type=all,SenKaineOffice,SenatorKaine,4.82779E+14,SenatorTimKaine,UC27LgTZlUnBQoNEQFZdn9LA,K000384,2176,N00033177,S362,49219,412582,50772,Tim Kaine,gIQAem3o9O,41305,Tim Kaine
Legislator 458,Kilmer,Derek,Derek Kilmer,1/1/74,M,rep,WA,6,Democrat,http://kilmer.house.gov,1520 Longworth HOB; Washington DC 20515-4706,202-225-5916,https://kilmer.house.gov/contact/email-me,http://kilmer.house.gov/rss.xml,RepDerekKilmer,derek.kilmer,4.50819E+14,,,K000381,2169,N00034453,,68310,412583,51516,Derek Kilmer,3518ebbc-4bb7-11e2-8758-b64a2997a921,21368,Derek Kilmer
Legislator 459,Heck,Denny,Denny Heck,7/29/52,M,rep,WA,10,Democrat,http://dennyheck.house.gov,425 Cannon HOB; Washington DC 20515-4710,202-225-9740,https://dennyheck.house.gov/contact/email-me,http://dennyheck.house.gov/rss.xml,RepDennyHeck,CongressmanDennyHeck,5.47908E+14,RepDennyHeck,UCU89cl5_yhHzo-oTHiEyaRg,H001064,2170,N00031557,,9269006,412584,126058,Denny Heck,07bb54a2-4bb7-11e2-8758-b64a2997a921,21369,Dennis Heck
Legislator 460,Pocan,Mark,Mark Pocan,8/14/64,M,rep,WI,2,Democrat,http://pocan.house.gov,313 Cannon HOB; Washington DC 20515-4902,202-225-2906,https://pocan.house.gov/contact/email-me,http://pocan.house.gov/rss.xml,RepMarkPocan,repmarkpocan,4.36881E+14,repmarkpocan,UCz5b47WER_u3dUGV_Zi70dQ,P000607,2171,N00033549,,79688,412585,26238,Mark Pocan,933d8a40-4bbc-11e2-8758-b64a2997a921,21370,Mark Pocan
Legislator 461,Kelly,Robin,Robin Kelly,4/30/56,F,rep,IL,2,Democrat,http://robinkelly.house.gov,1239 Longworth HOB; Washington DC 20515-1302,202-225-0773,https://robinkelly.house.gov/contact/email-me,http://robinkelly.house.gov/rss.xml,RepRobinKelly,reprobinkelly,1.50381E+14,,UCLhcNPX2nNQLNzwKW0nEykg,K000385,2190,N00035215,,70399,412595,33384,Robin Kelly,0e9272ea-b743-11e2-b94c-b684dda07add,21371,Robin Kelly
Legislator 462,Sanford,Marshall,Marshall Sanford,5/28/60,M,rep,SC,1,Republican,http://sanford.house.gov,2201 Rayburn HOB; Washington DC 20515-4001,202-225-3176,https://sanford.house.gov/contact/email-me,http://sanford.house.gov/rss.xml,RepSanfordSC,RepSanfordSC,1.18388E+14,RepSanfordSC,UCS33edNAxXe2pyFbnUUcZWA,S000051,1012,N00002424,,6513,400607,21991,Mark Sanford,gIQAd8Ty9O,29565,Mark Sanford
Legislator 463,Smith,Jason,Jason Smith,6/16/80,M,rep,MO,8,Republican,http://jasonsmith.house.gov,1118 Longworth HOB; Washington DC 20515-2508,202-225-4404,https://jasonsmith.house.gov/contact/email-me,http://jasonsmith.house.gov/rss.xml,RepJasonSmith,repjasonsmith,5.44741E+14,RepJasonSmith,UCzj9-27Lr4gcqopmZAobXXg,S001195,2191,N00035282,,71083,412596,59318,Jason Smith (Missouri representative),,21373,Jason T. Smith
Legislator 464,Booker,Cory,Cory Booker,4/27/69,M,sen,NJ,,Democrat,http://www.booker.senate.gov,359 Dirksen Senate Office Building Washington DC 20510,202-224-3224,http://www.booker.senate.gov/?p=contact,,SenBookerOfc,,,SenCoryBooker,UC6FlymqNS1VettnVZa7goPA,B001288,2194,N00035267,S370,84679,412598,76151,Cory Booker,,,Cory Booker
Legislator 465,Clark,Katherine,Katherine Clark,7/17/63,F,rep,MA,5,Democrat,https://katherineclark.house.gov,1721 Longworth HOB; Washington DC 20515-2105,202-225-2836,https://katherineclark.house.gov/index.cfm/email-me,,RepKClark,CongresswomanClark,1.40804E+15,,UCgaI52w7QKI8LtkSeCCmSuw,C001101,2196,N00035278,,73178,412600,35858,Katherine Clark,,,Katherine Clark
Legislator 466,Byrne,Bradley,Bradley Byrne,2/16/55,M,rep,AL,1,Republican,https://byrne.house.gov,119 Cannon HOB; Washington DC 20515-0101,202-225-4931,https://byrne.house.gov/contact/email-me,,RepByrne,RepByrne,1.37483E+15,,UCRUXmqQbrKo0T6xi_GT7TEA,B001289,2197,N00035380,,73486,412601,27584,Bradley Byrne,,,Bradley Byrne
Legislator 467,Jolly,David,David Jolly,10/31/72,M,rep,FL,13,Republican,http://jolly.house.gov,1728 Longworth HOB; Washington DC 20515-0913,202-225-5961,https://jolly.house.gov/contact/email-me,,USRepDavidJolly,repdavidjolly,7.12497E+14,,UCmZt80RWeJF6F-cBw7zjP0g,J000296,2199,N00035717,,73783,412603,146146,David Jolly,,,David Jolly
Legislator 468,Clawson,Curtis,Curtis Clawson,9/28/59,M,rep,FL,19,Republican,http://clawson.house.gov,228 Cannon HOB; Washington DC 20515-0919,202-225-2536,,,RepCurtClawson,RepCurtClawson,,,,C001102,2200,N00035854,,75516,412604,148899,,,,Curt Clawson
Legislator 469,Brat,David,David Brat,7/27/64,M,rep,VA,7,Republican,http://brat.house.gov,330 Cannon HOB; Washington DC 20515-4607,202-225-2815,http://brat.house.gov/contact,,RepDaveBrat,RepDaveBrat,,,,B001290,2203,N00036013,,75248,412605,,David Brat,,,Dave Brat
Legislator 470,Norcross,Donald,Donald Norcross,12/13/58,M,rep,NJ,1,Democrat,http://norcross.house.gov,1531 Longworth HOB; Washington DC 20515-3001,202-225-6501,http://norcross.house.gov/contact,,DonaldNorcross,DonaldNorcrossNJ,,,UC7kXK_PyDiOT8YrdP0jYZHw,N000188,2202,N00036154,,76311,412606,,Donald Norcross,,,Donald Norcross
Legislator 471,Adams,Alma,Alma Adams,5/27/46,F,rep,NC,12,Democrat,http://adams.house.gov,222 Cannon HOB; Washington DC 20515-3312,202-225-1510,http://adams.house.gov/contact,,RepAdams,CongresswomanAdams,,,,A000370,2201,N00035451,,76386,412607,,Alma Adams,,,Alma Adams
Legislator 472,Dold,Bob,Bob Dold,6/23/69,M,rep,IL,10,Republican,https://dold.house.gov,221 Cannon HOB; Washington DC 20515-1310,202-225-4835,,,RepDold,RepDold,,,,D000613,2013,N00031103,,,412420,116548,,,21127,Robert Dold
Legislator 473,Guinta,Frank,Frank Guinta,9/26/70,M,rep,NH,1,Republican,https://guinta.house.gov,326 Cannon HOB; Washington DC 20515-2901,202-225-5456,,,RepFrankGuinta,repfrankguinta,,,,G000570,2038,N00030801,,,412447,42946,,,21152,Frank Guinta
Legislator 474,Palmer,Gary,Gary Palmer,5/14/54,M,rep,AL,6,Republican,https://palmer.house.gov,206 Cannon HOB; Washington DC 20515-0106,202-225-4921,,,USRepGaryPalmer,USRepresentativeGaryPalmer,,,,P000609,2221,N00035691,,,412608,,,,,Gary Palmer (politician)
Legislator 475,Hill,French,French Hill,12/5/56,M,rep,AR,2,Republican,https://hill.house.gov,1229 Longworth HOB; Washington DC 20515-0402,202-225-2506,,,RepFrenchHill,RepFrenchHill,,,,H001072,2223,N00035792,,,412609,,,,,French Hill (politician)
Legislator 476,Westerman,Bruce,Bruce Westerman,11/18/67,M,rep,AR,4,Republican,https://westerman.house.gov,130 Cannon HOB; Washington DC 20515-0404,202-225-3772,,,RepWesterman,RepWesterman,,,,W000821,2224,N00035527,,,412610,,,,,Bruce Westerman
Legislator 477,McSally,Martha,Martha McSally,3/22/66,F,rep,AZ,2,Republican,https://mcsally.house.gov,1029 Longworth HOB; Washington DC 20515-0302,202-225-2542,,,RepMcSally,RepMcSally,,,,M001197,2225,N00033982,,,412611,,,,,Martha McSally
Legislator 478,Gallego,Ruben,Ruben Gallego,11/20/79,M,rep,AZ,7,Democrat,https://rubengallego.house.gov,1218 Longworth HOB; Washington DC 20515-0307,202-225-4065,,,RepRubenGallego,RepRubenGallego,,,,G000574,2226,N00036097,,,412612,,,,,Ruben Gallego
Legislator 479,DeSaulnier,Mark,Mark DeSaulnier,3/31/52,M,rep,CA,11,Democrat,https://desaulnier.house.gov,327 Cannon HOB; Washington DC 20515-0511,202-225-2095,,,RepDeSaulnier,RepMarkDeSaulnier,,,,D000623,2227,N00030709,,,412613,,,,,Mark DeSaulnier
Legislator 480,Knight,Steve,Steve Knight,12/17/66,M,rep,CA,25,Republican,https://knight.house.gov,1023 Longworth HOB; Washington DC 20515-0525,202-225-1956,,,SteveKnight25,RepresentativeSteveKnight,,,,K000387,2228,N00035820,,,412614,,,,,Steve Knight (politician)
Legislator 481,Aguilar,Pete,Pete Aguilar,6/19/79,M,rep,CA,31,Democrat,https://aguilar.house.gov,1223 Longworth HOB; Washington DC 20515-0531,202-225-3201,,,reppeteaguilar,reppeteaguilar,,,,A000371,2229,N00033997,,,412615,,,,,Pete Aguilar
Legislator 482,Lieu,Ted,Ted Lieu,3/29/69,M,rep,CA,33,Democrat,https://lieu.house.gov,415 Cannon HOB; Washington DC 20515-0533,202-225-3976,,,RepTedLieu,RepTedLieu,,,,L000582,2230,N00035825,,,412616,,,,,Ted Lieu
Legislator 483,Torres,Norma,Norma Torres,4/4/65,F,rep,CA,35,Democrat,https://torres.house.gov,516 Cannon HOB; Washington DC 20515-0535,202-225-6161,,,NormaJTorres,RepNormaTorres,,,,T000474,2231,N00036107,,,412617,,,,,Norma Torres
Legislator 484,Walters,Mimi,Mimi Walters,5/14/62,F,rep,CA,45,Republican,https://walters.house.gov,236 Cannon HOB; Washington DC 20515-0545,202-225-5611,,,RepMimiWalters,RepMimiWalters,,,,W000820,2232,N00035391,,,412618,,,,,Mimi Walters
Legislator 485,Buck,Ken,Ken Buck,2/16/59,M,rep,CO,4,Republican,https://buck.house.gov,416 Cannon HOB; Washington DC 20515-0604,202-225-4676,,,RepKenBuck,repkenbuck,,,,B001297,2233,N00030829,,,412619,,,,,Ken Buck
Legislator 486,Graham,Gwen,Gwen Graham,1/31/63,F,rep,FL,2,Democrat,https://graham.house.gov,1213 Longworth HOB; Washington DC 20515-0902,202-225-5235,,,RepGwenGraham,repgwengraham,,,,G000575,2234,N00035688,,,412620,,,,,Gwen Graham
Legislator 487,Curbelo,Carlos,Carlos Curbelo,3/1/80,M,rep,FL,26,Republican,http://curbelo.house.gov,1429 Longworth HOB; Washington DC 20515-0926,202-225-2778,,,RepCurbelo,repcurbelo,,,,C001107,2235,N00035403,,,412621,,,,,Carlos Curbelo (politician)
Legislator 488,Carter,Buddy,Buddy Carter,9/6/57,M,rep,GA,1,Republican,http://buddycarter.house.gov,432 Cannon HOB; Washington DC 20515-1001,202-225-5831,,,RepBuddyCarter,congressmanbuddycarter,,,,C001103,2236,N00035346,,,412622,,,,,Buddy Carter
Legislator 489,Hice,Jody,Jody Hice,4/22/60,M,rep,GA,10,Republican,https://hice.house.gov,1516 Longworth HOB; Washington DC 20515-1010,202-225-4101,,,congressmanhice,CongressmanJodyHice,,,,H001071,2237,N00032243,,,412623,,,,,Jody Hice
Legislator 490,Loudermilk,Barry,Barry Loudermilk,12/22/63,M,rep,GA,11,Republican,http://loudermilk.house.gov,238 Cannon HOB; Washington DC 20515-1011,202-225-2931,,,RepLoudermilk,reploudermilk,,,,L000583,2238,N00035347,,,412624,,,,,Barry Loudermilk
Legislator 491,Allen,Rick,Rick Allen,11/7/51,M,rep,GA,12,Republican,http://allen.house.gov,513 Cannon HOB; Washington DC 20515-1012,202-225-2823,,,reprickallen,CongressmanRickAllen,,,,A000372,2239,N00033720,,,412625,,,,,Rick W. Allen
Legislator 492,Takai,Mark,Mark Takai,7/1/67,M,rep,HI,1,Democrat,https://takai.house.gov,422 Cannon HOB; Washington DC 20515-1101,202-225-2726,,,RepMarkTakai,repmarktakai,,,,T000473,2240,N00035535,,,412626,,,,,Mark Takai
Legislator 493,Blum,Rod,Rod Blum,4/26/55,M,rep,IA,1,Republican,https://blum.house.gov,213 Cannon HOB; Washington DC 20515-1501,202-225-2911,,,RepRodBlum,congressmanrodblum,,,,B001294,2241,N00033744,,,412627,,,,,Rod Blum
Legislator 494,Young,David,David Young,5/11/68,M,rep,IA,3,Republican,https://davidyoung.house.gov,515 Cannon HOB; Washington DC 20515-1503,202-225-5476,,,RepDavidYoung,RepDavidYoung,,,,Y000066,2242,N00035509,,,412628,,,,,David Young (politician)
Legislator 495,Bost,Mike,Mike Bost,12/30/60,M,rep,IL,12,Republican,https://bost.house.gov,1440 Longworth HOB; Washington DC 20515-1312,202-225-5661,,,RepBost,RepBost,,,,B001295,2243,N00035420,,,412629,,,,,Mike Bost
Legislator 496,Abraham,Ralph,Ralph Abraham,9/16/54,M,rep,LA,5,Republican,https://abraham.house.gov,417 Cannon HOB; Washington DC 20515-1805,202-225-8490,,,RepAbraham,CongressmanRalphAbraham,,,,A000374,2244,N00036633,,,412630,,,,,Ralph Abraham (politician)
Legislator 497,Graves,Garret,Garret Graves,1/31/72,M,rep,LA,6,Republican,https://garretgraves.house.gov,204 Cannon HOB; Washington DC 20515-1806,202-225-3901,,,RepGarretGraves,CongressmanGarretGraves,,,,G000577,2245,N00036135,,,412631,,,,,Garret Graves
Legislator 498,Moulton,Seth,Seth Moulton,10/24/78,M,rep,MA,6,Democrat,https://moulton.house.gov,1408 Longworth HOB; Washington DC 20515-2106,202-225-8020,,,teammoulton,CongressmanSethMoulton,,,,M001196,2246,N00035431,,,412632,,,,,Seth Moulton
Legislator 499,Poliquin,Bruce,Bruce Poliquin,11/1/53,M,rep,ME,2,Republican,https://poliquin.house.gov,426 Cannon HOB; Washington DC 20515-1902,202-225-6306,,,RepPoliquin,RepPoliquin,,,,P000611,2247,N00034584,,,412633,,,,,Bruce Poliquin
Legislator 500,Moolenaar,John,John Moolenaar,5/8/61,M,rep,MI,4,Republican,https://moolenaar.house.gov,117 Cannon HOB; Washington DC 20515-2204,202-225-3561,,,RepMoolenaar,RepMoolenaar,,,,M001194,2248,N00036275,,,412634,,,,,John Moolenaar
Legislator 501,Bishop,Mike,Mike Bishop,3/18/67,M,rep,MI,8,Republican,https://mikebishop.house.gov,428 Cannon HOB; Washington DC 20515-2208,202-225-4872,,,RepMikeBishop,RepMikeBishop,,,,B001293,2249,N00036449,,,412635,,,,,Mike Bishop (politician)
Legislator 502,Trott,Dave,Dave Trott,10/16/60,M,rep,MI,11,Republican,https://trott.house.gov,1722 Longworth HOB; Washington DC 20515-2211,202-225-8171,,,repdavetrott,CongressmanDaveTrott,,,,T000475,2250,N00035607,,,412636,,,,,Dave Trott (politician)
Legislator 503,Dingell,Debbie,Debbie Dingell,11/23/53,F,rep,MI,12,Democrat,https://debbiedingell.house.gov,116 Cannon HOB; Washington DC 20515-2212,202-225-4071,,,RepDebDingell,RepDebbieDingell,,,,D000624,2251,N00036149,,,412637,,,,,Debbie Dingell
Legislator 504,Lawrence,Brenda,Brenda Lawrence,10/18/54,F,rep,MI,14,Democrat,https://lawrence.house.gov,1237 Longworth HOB; Washington DC 20515-2214,202-225-5802,,,RepLawrence,3.96E+14,3.9576E+14,,,L000581,2252,N00034068,,,412638,,,,,Brenda Lawrence
Legislator 505,Emmer,Tom,Tom Emmer,3/3/61,M,rep,MN,6,Republican,https://emmer.house.gov,503 Cannon HOB; Washington DC 20515-2306,202-225-2331,,,RepTomEmmer,reptomemmer,,,,E000294,2253,N00035440,,,412639,,,,,Tom Emmer
Legislator 506,Zinke,Ryan,Ryan Zinke,11/1/61,M,rep,MT,0,Republican,https://zinke.house.gov,113 Cannon HOB; Washington DC 20515-2600,202-225-3211,,,RepRyanZinke,CongressmanRyanZinke,,,,Z000018,2254,N00035616,,,412640,,,,,Ryan Zinke
Legislator 507,Rouzer,David,David Rouzer,2/16/72,M,rep,NC,7,Republican,https://rouzer.house.gov,424 Cannon HOB; Washington DC 20515-3307,202-225-2731,,,RepDavidRouzer,1.58E+15,1.57922E+15,,,R000603,2256,N00033527,,,412641,,,,,David Rouzer
Legislator 508,Ashford,Brad,Brad Ashford,11/10/49,M,rep,NE,2,Democrat,https://ashford.house.gov,107 Cannon HOB; Washington DC 20515-2702,202-225-4155,,,RepBradAshford,RepBradAshford,,,,A000373,2257,N00005293,,,412642,,,,,Brad Ashford
Legislator 509,MacArthur,Tom,Tom MacArthur,10/16/60,M,rep,NJ,3,Republican,https://macarthur.house.gov,506 Cannon HOB; Washington DC 20515-3003,202-225-4765,,,RepTomMacArthur,CongressmanTomMacArthur,,,,M001193,2258,N00036155,,,412643,,,,,Tom MacArthur
Legislator 510,Watson Coleman,Bonnie,Bonnie Watson Coleman,2/6/45,F,rep,NJ,12,Democrat,https://watsoncoleman.house.gov,126 Cannon HOB; Washington DC 20515-3012,202-225-5801,,,,RepBonnieWatsonColeman,,,UCrxEaX0VKZKwg3930du2D5A,W000822,2259,N00036158,,,412644,,,,,Bonnie Watson Coleman
Legislator 511,Hardy,Cresent,Cresent Hardy,6/23/57,M,rep,NV,4,Republican,https://hardy.house.gov,430 Cannon HOB; Washington DC 20515-2804,202-225-9894,,,RepHardy,RepCresentHardy,3.20612E+14,RepHardy,UCc8E6NWCdgrXjBVI2NNPYdA,H001070,2260,N00035628,,,412645,,,,,Cresent Hardy
Legislator 512,Zeldin,Lee,Lee Zeldin,1/30/80,M,rep,NY,1,Republican,https://zeldin.house.gov,1517 Longworth HOB; Washington DC 20515-3201,202-225-3826,,,RepLeeZeldin,RepLeeZeldin,,,,Z000017,2261,N00029404,,,412646,,,,,Lee Zeldin
Legislator 513,Rice,Kathleen,Kathleen Rice,2/15/65,F,rep,NY,4,Democrat,http://kathleenrice.house.gov,1508 Longworth HOB; Washington DC 20515-3204,202-225-5516,,,RepKathleenRice,RepKathleenRice,,,,R000602,2262,N00035927,,,412647,,,,,Kathleen Rice
Legislator 514,Stefanik,Elise,Elise Stefanik,7/2/84,F,rep,NY,21,Republican,https://stefanik.house.gov,512 Cannon HOB; Washington DC 20515-3221,202-225-4611,,,RepStefanik,RepEliseStefanik,,,,S001196,2263,N00035523,,,412648,,,,,Elise Stefanik
Legislator 515,Katko,John,John Katko,11/9/62,M,rep,NY,24,Republican,https://katko.house.gov,1123 Longworth HOB; Washington DC 20515-3224,202-225-3701,,,RepJohnKatko,RepJohnKatko,,,,K000386,2264,N00035934,,,412649,,,,,John Katko
Legislator 516,Russell,Steve,Steve Russell,5/25/63,M,rep,OK,5,Republican,https://russell.house.gov,128 Cannon HOB; Washington DC 20515-3605,202-225-2132,,,RepRussell,reprussell,,,,R000604,2265,N00036175,,,412650,,,,,Steve Russell (politician)
Legislator 517,Costello,Ryan,Ryan Costello,9/7/76,M,rep,PA,6,Republican,https://costello.house.gov,427 Cannon HOB; Washington DC 20515-3806,202-225-4315,,,RepRyanCostello,CongressmanRyanCostello,,,,C001106,2266,N00031064,,,412651,,,,,Ryan Costello
Legislator 518,Boyle,Brendan,Brendan Boyle,2/6/77,M,rep,PA,13,Democrat,https://boyle.house.gov,118 Cannon HOB; Washington DC 20515-3813,202-225-6111,,,RepBrendanBoyle,CongressmanBoyle,,,,B001296,2267,N00035307,,,412652,,,,,Brendan Boyle
Legislator 519,Ratcliffe,John,John Ratcliffe,10/20/65,M,rep,TX,4,Republican,https://ratcliffe.house.gov,325 Cannon HOB; Washington DC 20515-4304,202-225-6673,,,RepRatcliffe,RepRatcliffe,,,,R000601,2268,N00035972,,,412653,,,,,John Ratcliffe (American politician)
Legislator 520,Hurd,Will,Will Hurd,8/19/77,M,rep,TX,23,Republican,https://hurd.house.gov,317 Cannon HOB; Washington DC 20515-4323,202-225-4511,,,hurdonthehill,HurdOnTheHill,,,,H001073,2269,N00031417,,,412654,,,,,Will Hurd
Legislator 521,Babin,Brian,Brian Babin,3/23/48,M,rep,TX,36,Republican,http://babin.house.gov,316 Cannon HOB; Washington DC 20515-4336,202-225-1555,,,RepBrianBabin,RepBrianBabin,,,,B001291,2270,N00005736,,,412655,,,,,Brian Babin
Legislator 522,Love,Mia,Mia Love,12/6/75,F,rep,UT,4,Republican,https://love.house.gov,217 Cannon HOB; Washington DC 20515-4404,202-225-3011,,,repmialove,repmialove,,,,L000584,2271,N00033842,,,412656,,,,,Mia Love
